exam,id,book,chapter,set,question,sourceFile,pdfPage,answerPage,availability,keyPosition,graded,issue,topic
Final Exam,b2-c6-s1-q05,2,6,1,5,Copy of Book 2(1).pdf,128,319,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Miller indices
Final Exam,b2-c6-s1-q28,2,6,1,28,Copy of Book 2(1).pdf,133,324,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Plane notation
Final Exam,b2-c6-s1-q30,2,6,1,30,Copy of Book 2(1).pdf,134,325,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Slip systems
Final Exam,b2-c7-s1-q01,2,7,1,1,Copy of Book 2(1).pdf,157,349,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Defect dimensions
Final Exam,b2-c7-s1-q02,2,7,1,2,Copy of Book 2(1).pdf,157,349,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Defect dimensions
Final Exam,b2-c7-s1-q26,2,7,1,26,Copy of Book 2(1).pdf,163,355,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Defect dimensions
Final Exam,b2-c7-s1-q30,2,7,1,30,Copy of Book 2(1).pdf,163,355,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Defect dimensions
Final Exam,b2-c8-s1-q01,2,8,1,1,Copy of Book 2(1).pdf,195,387,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Tensile-test measurements
Final Exam,b2-c8-s1-q03,2,8,1,3,Copy of Book 2(1).pdf,196,388,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,"Yield, strength and ductility"
Final Exam,b2-c8-s1-q09,2,8,1,9,Copy of Book 2(1).pdf,197,389,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Plasticity and toughness
Final Exam,b2-c8-s1-q30,2,8,1,30,Copy of Book 2(1).pdf,202,394,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Tensile-test measurements
Final Exam,b2-c9-s1-q01,2,9,1,1,Copy of Book 2(1).pdf,235,427,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Failure mechanisms
Final Exam,b2-c9-s1-q05,2,9,1,5,Copy of Book 2(1).pdf,236,428,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Failure mechanisms
Final Exam,b2-c9-s1-q09,2,9,1,9,Copy of Book 2(1).pdf,237,429,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Ductile and brittle fracture
Final Exam,b2-c9-s1-q30,2,9,1,30,Copy of Book 2(1).pdf,242,434,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Crack concentration and toughness
Final Exam,b2-c10-s1-q01,2,10,1,1,Copy of Book 2(1).pdf,277,469,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Diffusion
Final Exam,b2-c10-s1-q05,2,10,1,5,Copy of Book 2(1).pdf,278,470,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,5,True,,Diffusion
Final Exam,b2-c10-s1-q29,2,10,1,29,Copy of Book 2(1).pdf,283,475,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Diffusion
Final Exam,b2-c10-s1-q30,2,10,1,30,Copy of Book 2(1).pdf,284,476,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Diffusion
Final Exam,b3-c11-s1-q01,3,11,1,1,Copy of Book 3.pdf,120,300,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Strengthening mechanisms
Final Exam,b3-c11-s1-q21,3,11,1,21,Copy of Book 3.pdf,125,305,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Strengthening mechanisms
Final Exam,b3-c11-s1-q24,3,11,1,24,Copy of Book 3.pdf,125,305,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Strengthening mechanisms
Final Exam,b3-c11-s1-q30,3,11,1,30,Copy of Book 3.pdf,127,307,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Strengthening mechanisms
Final Exam,b3-c12-s1-q01,3,12,1,1,Copy of Book 3.pdf,155,335,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Solubility and saturation
Final Exam,b3-c12-s1-q04,3,12,1,4,Copy of Book 3.pdf,156,336,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Reading phase diagrams
Final Exam,b3-c12-s1-q14,3,12,1,14,Copy of Book 3.pdf,158,338,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Reading phase diagrams
Final Exam,b3-c12-s1-q30,3,12,1,30,Copy of Book 3.pdf,162,342,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Solubility and saturation
Final Exam,b3-c13-s1-q01,3,13,1,1,Copy of Book 3.pdf,191,371,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Reading phase diagrams
Final Exam,b3-c13-s1-q19,3,13,1,19,Copy of Book 3.pdf,196,376,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Eutectic microstructures
Final Exam,b3-c13-s1-q22,3,13,1,22,Copy of Book 3.pdf,196,376,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Strengthening mechanisms
Final Exam,b3-c13-s1-q30,3,13,1,30,Copy of Book 3.pdf,198,378,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Phase names and compounds
Final Exam,b3-c14-s1-q01,3,14,1,1,Copy of Book 3.pdf,225,405,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Reading phase diagrams
Final Exam,b3-c14-s1-q11,3,14,1,11,Copy of Book 3.pdf,227,407,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Steel microstructures
Final Exam,b3-c14-s1-q17,3,14,1,17,Copy of Book 3.pdf,229,409,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Eutectic microstructures
Final Exam,b3-c14-s1-q30,3,14,1,30,Copy of Book 3.pdf,231,411,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Steel designations and properties
Final Exam,b3-c15-s1-q01,3,15,1,1,Copy of Book 3.pdf,259,439,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Transformation kinetics and TTT
Final Exam,b3-c15-s1-q15,3,15,1,15,Copy of Book 3.pdf,262,442,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Transformation kinetics and TTT
Final Exam,b3-c15-s1-q21,3,15,1,21,Copy of Book 3.pdf,264,444,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Pearlite and bainite
Final Exam,b3-c15-s1-q30,3,15,1,30,Copy of Book 3.pdf,266,446,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Transformation kinetics and TTT
Final Exam,b4-c16-s1-q01,4,16,1,1,Copy of Book 4.pdf,156,342,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Precipitation hardening
Final Exam,b4-c16-s1-q08,4,16,1,8,Copy of Book 4.pdf,158,344,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,5,True,,Martensite
Final Exam,b4-c16-s1-q26,4,16,1,26,Copy of Book 4.pdf,162,348,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Aging time and coherency
Final Exam,b4-c16-s1-q30,4,16,1,30,Copy of Book 4.pdf,163,349,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Aging time and coherency
Final Exam,b4-c17-s1-q01,4,17,1,1,Copy of Book 4.pdf,188,374,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Polymer structure classes
Final Exam,b4-c17-s1-q19,4,17,1,19,Copy of Book 4.pdf,192,378,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Polymer chains and repeat units
Final Exam,b4-c17-s1-q25,4,17,1,25,Copy of Book 4.pdf,193,379,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Polymer chains and repeat units
Final Exam,b4-c17-s1-q30,4,17,1,30,Copy of Book 4.pdf,194,380,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Polymer chains and repeat units
Final Exam,b4-c18-s1-q01,4,18,1,1,Copy of Book 4.pdf,229,415,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Polymer structure classes
Final Exam,b4-c18-s1-q02,4,18,1,2,Copy of Book 4.pdf,229,415,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Glass transition and rate effects
Final Exam,b4-c18-s1-q29,4,18,1,29,Copy of Book 4.pdf,235,421,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Polymer structure classes
Final Exam,b4-c18-s1-q30,4,18,1,30,Copy of Book 4.pdf,235,421,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Polymer processing
Final Exam,b4-c19-s1-q01,4,19,1,1,Copy of Book 4.pdf,265,451,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,5,True,,Polymer structure classes
Final Exam,b4-c19-s1-q21,4,19,1,21,Copy of Book 4.pdf,270,456,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,1,True,,Glass transition and rate effects
Final Exam,b4-c19-s1-q24,4,19,1,24,Copy of Book 4.pdf,270,456,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,5,True,,Glass transition and rate effects
Final Exam,b4-c19-s1-q30,4,19,1,30,Copy of Book 4.pdf,272,458,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,3,True,,Polymer structure classes
Final Exam,b4-c20-s1-q01,4,20,1,1,Copy of Book 4.pdf,301,487,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Bands and electrical transport
Final Exam,b4-c20-s1-q04,4,20,1,4,Copy of Book 4.pdf,302,488,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,Bands and electrical transport
Final Exam,b4-c20-s1-q25,4,20,1,25,Copy of Book 4.pdf,306,492,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,2,True,,"Resistance, resistivity and mobility"
Final Exam,b4-c20-s1-q30,4,20,1,30,Copy of Book 4.pdf,307,493,Original-book reference. The instructor-listed Book 5 review copy is missing from the supplied Book 5; equivalence to that copy is unverified.,4,True,,Bands and electrical transport
Final Exam,b5-c21-s1-q01,5,21,1,1,Copy of Book 5.pdf,124,285,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q02,5,21,1,2,Copy of Book 5.pdf,124,285,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q03,5,21,1,3,Copy of Book 5.pdf,125,286,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q04,5,21,1,4,Copy of Book 5.pdf,125,286,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q05,5,21,1,5,Copy of Book 5.pdf,125,286,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q06,5,21,1,6,Copy of Book 5.pdf,125,286,Located in assigned book,4,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q07,5,21,1,7,Copy of Book 5.pdf,125,286,Located in assigned book,5,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q08,5,21,1,8,Copy of Book 5.pdf,126,287,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q09,5,21,1,9,Copy of Book 5.pdf,126,287,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q10,5,21,1,10,Copy of Book 5.pdf,126,287,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q11,5,21,1,11,Copy of Book 5.pdf,126,287,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q12,5,21,1,12,Copy of Book 5.pdf,126,287,Located in assigned book,4,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q13,5,21,1,13,Copy of Book 5.pdf,127,288,Located in assigned book,2,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q14,5,21,1,14,Copy of Book 5.pdf,127,288,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q15,5,21,1,15,Copy of Book 5.pdf,127,288,Located in assigned book,2,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q16,5,21,1,16,Copy of Book 5.pdf,127,288,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q17,5,21,1,17,Copy of Book 5.pdf,128,289,Located in assigned book,2,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q18,5,21,1,18,Copy of Book 5.pdf,128,289,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q19,5,21,1,19,Copy of Book 5.pdf,128,289,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q20,5,21,1,20,Copy of Book 5.pdf,128,289,Located in assigned book,1,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q21,5,21,1,21,Copy of Book 5.pdf,129,290,Located in assigned book,2,False,The intrinsic carrier-concentration exponential needs verification: a carrier concentration and a full-gap excitation probability do not have the same exponent.,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q22,5,21,1,22,Copy of Book 5.pdf,129,290,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q23,5,21,1,23,Copy of Book 5.pdf,129,290,Located in assigned book,2,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q24,5,21,1,24,Copy of Book 5.pdf,129,290,Located in assigned book,4,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s1-q25,5,21,1,25,Copy of Book 5.pdf,129,290,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q26,5,21,1,26,Copy of Book 5.pdf,130,291,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q27,5,21,1,27,Copy of Book 5.pdf,130,291,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q28,5,21,1,28,Copy of Book 5.pdf,130,291,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q29,5,21,1,29,Copy of Book 5.pdf,130,291,Located in assigned book,4,True,,Semiconductor types and carriers
Final Exam,b5-c21-s1-q30,5,21,1,30,Copy of Book 5.pdf,131,292,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q01,5,21,2,1,Copy of Book 5.pdf,132,293,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q02,5,21,2,2,Copy of Book 5.pdf,132,293,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q03,5,21,2,3,Copy of Book 5.pdf,132,293,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q04,5,21,2,4,Copy of Book 5.pdf,132,293,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q05,5,21,2,5,Copy of Book 5.pdf,133,294,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q06,5,21,2,6,Copy of Book 5.pdf,133,294,Located in assigned book,5,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q07,5,21,2,7,Copy of Book 5.pdf,133,294,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q08,5,21,2,8,Copy of Book 5.pdf,133,294,Located in assigned book,3,False,The source prints MeV for shallow dopant energies. The unit capitalization and the simple kT threshold require correction or clarification.,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q09,5,21,2,9,Copy of Book 5.pdf,134,295,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q10,5,21,2,10,Copy of Book 5.pdf,134,295,Located in assigned book,4,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q11,5,21,2,11,Copy of Book 5.pdf,134,295,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q12,5,21,2,12,Copy of Book 5.pdf,134,295,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q13,5,21,2,13,Copy of Book 5.pdf,134,295,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q14,5,21,2,14,Copy of Book 5.pdf,135,296,Located in assigned book,1,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q15,5,21,2,15,Copy of Book 5.pdf,135,296,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q16,5,21,2,16,Copy of Book 5.pdf,135,296,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q17,5,21,2,17,Copy of Book 5.pdf,135,296,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q18,5,21,2,18,Copy of Book 5.pdf,136,297,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q19,5,21,2,19,Copy of Book 5.pdf,136,297,Located in assigned book,3,False,The source prints MeV for shallow dopant energies. The unit capitalization and the simple kT threshold require correction or clarification.,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q20,5,21,2,20,Copy of Book 5.pdf,136,297,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q21,5,21,2,21,Copy of Book 5.pdf,136,297,Located in assigned book,4,False,The printed acceptor-saturation choice describes donation to the conduction band. That conflicts with accepting valence-band electrons to create holes.,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q22,5,21,2,22,Copy of Book 5.pdf,137,298,Located in assigned book,3,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q23,5,21,2,23,Copy of Book 5.pdf,137,298,Located in assigned book,2,True,,Semiconductor types and carriers
Final Exam,b5-c21-s2-q24,5,21,2,24,Copy of Book 5.pdf,137,298,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q25,5,21,2,25,Copy of Book 5.pdf,137,298,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q26,5,21,2,26,Copy of Book 5.pdf,137,298,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q27,5,21,2,27,Copy of Book 5.pdf,138,299,Located in assigned book,4,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q28,5,21,2,28,Copy of Book 5.pdf,138,299,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q29,5,21,2,29,Copy of Book 5.pdf,138,299,Located in assigned book,,False,No single answer mark is available in the source: no choice is bold. The item is recorded but ungraded.,Semiconductor temperature regimes
Final Exam,b5-c21-s2-q30,5,21,2,30,Copy of Book 5.pdf,138,299,Located in assigned book,3,True,,Semiconductor temperature regimes
Final Exam,b5-c22-s1-q01,5,22,1,1,Copy of Book 5.pdf,163,324,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q02,5,22,1,2,Copy of Book 5.pdf,163,324,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q03,5,22,1,3,Copy of Book 5.pdf,164,325,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q04,5,22,1,4,Copy of Book 5.pdf,164,325,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q05,5,22,1,5,Copy of Book 5.pdf,164,325,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q06,5,22,1,6,Copy of Book 5.pdf,164,325,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q07,5,22,1,7,Copy of Book 5.pdf,164,325,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q08,5,22,1,8,Copy of Book 5.pdf,165,326,Located in assigned book,4,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q09,5,22,1,9,Copy of Book 5.pdf,165,326,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q10,5,22,1,10,Copy of Book 5.pdf,165,326,Located in assigned book,4,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q11,5,22,1,11,Copy of Book 5.pdf,165,326,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q12,5,22,1,12,Copy of Book 5.pdf,165,326,Located in assigned book,4,False,The oxide formula NaO2 in the source appears to be a typo relative to Na2O used elsewhere in the chapter.,Glass families and modifiers
Final Exam,b5-c22-s1-q13,5,22,1,13,Copy of Book 5.pdf,166,327,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q14,5,22,1,14,Copy of Book 5.pdf,166,327,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q15,5,22,1,15,Copy of Book 5.pdf,166,327,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q16,5,22,1,16,Copy of Book 5.pdf,166,327,Located in assigned book,5,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q17,5,22,1,17,Copy of Book 5.pdf,167,328,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q18,5,22,1,18,Copy of Book 5.pdf,167,328,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q19,5,22,1,19,Copy of Book 5.pdf,167,328,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q20,5,22,1,20,Copy of Book 5.pdf,167,328,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q21,5,22,1,21,Copy of Book 5.pdf,167,328,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q22,5,22,1,22,Copy of Book 5.pdf,168,329,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q23,5,22,1,23,Copy of Book 5.pdf,168,329,Located in assigned book,4,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q24,5,22,1,24,Copy of Book 5.pdf,168,329,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q25,5,22,1,25,Copy of Book 5.pdf,168,329,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q26,5,22,1,26,Copy of Book 5.pdf,169,330,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q27,5,22,1,27,Copy of Book 5.pdf,169,330,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q28,5,22,1,28,Copy of Book 5.pdf,169,330,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q29,5,22,1,29,Copy of Book 5.pdf,169,330,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s1-q30,5,22,1,30,Copy of Book 5.pdf,169,330,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q01,5,22,2,1,Copy of Book 5.pdf,171,332,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q02,5,22,2,2,Copy of Book 5.pdf,171,332,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q03,5,22,2,3,Copy of Book 5.pdf,171,332,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q04,5,22,2,4,Copy of Book 5.pdf,171,332,Located in assigned book,4,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q05,5,22,2,5,Copy of Book 5.pdf,172,333,Located in assigned book,2,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q06,5,22,2,6,Copy of Book 5.pdf,172,333,Located in assigned book,1,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q07,5,22,2,7,Copy of Book 5.pdf,172,333,Located in assigned book,3,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q08,5,22,2,8,Copy of Book 5.pdf,172,333,Located in assigned book,4,True,,Glass families and modifiers
Final Exam,b5-c22-s2-q09,5,22,2,9,Copy of Book 5.pdf,172,333,Located in assigned book,2,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q10,5,22,2,10,Copy of Book 5.pdf,173,334,Located in assigned book,4,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q11,5,22,2,11,Copy of Book 5.pdf,173,334,Located in assigned book,1,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q12,5,22,2,12,Copy of Book 5.pdf,173,334,Located in assigned book,2,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q13,5,22,2,13,Copy of Book 5.pdf,173,334,Located in assigned book,2,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q14,5,22,2,14,Copy of Book 5.pdf,174,335,Located in assigned book,1,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q15,5,22,2,15,Copy of Book 5.pdf,174,335,Located in assigned book,2,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q16,5,22,2,16,Copy of Book 5.pdf,174,335,Located in assigned book,3,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q17,5,22,2,17,Copy of Book 5.pdf,174,335,Located in assigned book,3,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q18,5,22,2,18,Copy of Book 5.pdf,174,335,Located in assigned book,2,True,,Glass viscosity and forming
Final Exam,b5-c22-s2-q19,5,22,2,19,Copy of Book 5.pdf,175,336,Located in assigned book,4,True,,Glass viscosity and forming
